test_batch_id,length,anomaly_ratio,num_anomalies,anomaly_avg_length,min_anomalous_dims,max_anomalous_dims
synthetic_batch_1084.out,7449.0,0.01839173043361525,12.0,11.416666666666666,1.0,2.0
synthetic_batch_685.out,6252.0,0.06253998720409469,9.0,43.44444444444444,1.0,3.0
synthetic_batch_914.out,6030.0,0.10414593698175788,5.0,125.6,1.0,1.0
synthetic_batch_1101.out,5820.0,0.11924398625429554,9.0,77.11111111111111,1.0,5.0
synthetic_batch_259.out,7520.0,0.15332446808510639,10.0,115.3,1.0,4.0
synthetic_batch_238.out,6794.0,0.004268472181336473,6.0,4.833333333333333,1.0,1.0
synthetic_batch_756.out,7152.0,0.07214765100671142,6.0,86.0,1.0,1.0
synthetic_batch_152.out,7278.0,0.1145919208573784,11.0,75.81818181818181,1.0,3.0
synthetic_batch_813.out,6329.0,0.06083109495970927,9.0,42.77777777777778,1.0,3.0
synthetic_batch_345.out,7524.0,0.0922381711855396,6.0,115.66666666666667,1.0,1.0
synthetic_batch_840.out,6473.0,0.13270508265101189,11.0,78.0909090909091,1.0,2.0
synthetic_batch_212.out,7432.0,0.02691065662002153,3.0,66.66666666666667,1.0,1.0
synthetic_batch_369.out,7613.0,0.11191383160383554,10.0,85.2,1.0,3.0
synthetic_batch_187.out,6434.0,0.055020205160087036,11.0,32.18181818181818,1.0,3.0
synthetic_batch_219.out,6733.0,0.1133224417050349,11.0,69.36363636363636,1.0,3.0
synthetic_batch_1217.out,6990.0,0.02374821173104435,12.0,13.833333333333334,1.0,2.0
synthetic_batch_1259.out,5193.0,0.17947236664740998,8.0,116.5,1.0,3.0
synthetic_batch_745.out,6262.0,0.06068348770360907,12.0,31.666666666666668,1.0,3.0
synthetic_batch_310.out,5815.0,0.06603611349957007,9.0,42.666666666666664,1.0,3.0
synthetic_batch_8.out,5330.0,0.007692307692307693,6.0,6.833333333333333,1.0,1.0
synthetic_batch_1014.out,5224.0,0.061064318529862174,12.0,26.583333333333332,1.0,2.0
synthetic_batch_653.out,6243.0,0.10812109562710236,11.0,61.36363636363637,1.0,2.0
synthetic_batch_423.out,7660.0,0.027284595300261096,3.0,69.66666666666667,1.0,1.0
synthetic_batch_107.out,6698.0,0.0426993132278292,8.0,35.75,1.0,5.0
synthetic_batch_479.out,6243.0,0.002402691013935608,3.0,5.0,1.0,3.0
synthetic_batch_896.out,6890.0,0.015529753265602322,3.0,35.666666666666664,1.0,3.0
synthetic_batch_1166.out,5984.0,0.03860294117647059,9.0,25.666666666666668,1.0,3.0
synthetic_batch_912.out,6335.0,0.05982636148382005,5.0,75.8,1.0,2.0
synthetic_batch_303.out,5956.0,0.009066487575554063,6.0,9.0,1.0,1.0
synthetic_batch_901.out,5638.0,0.09294075913444484,11.0,47.63636363636363,1.0,3.0
synthetic_batch_398.out,7559.0,0.07487762931604709,6.0,94.33333333333333,1.0,1.0
synthetic_batch_332.out,5797.0,0.006210108676901846,6.0,6.0,1.0,1.0
synthetic_batch_651.out,5652.0,0.008315640481245577,6.0,7.833333333333333,1.0,1.0
synthetic_batch_223.out,5202.0,0.005959246443675509,6.0,5.166666666666667,1.0,1.0
synthetic_batch_953.out,7472.0,0.1042558886509636,10.0,77.9,1.0,4.0
synthetic_batch_906.out,5027.0,0.07240899144619058,11.0,33.09090909090909,1.0,4.0
synthetic_batch_537.out,7896.0,0.03419452887537994,8.0,33.75,1.0,3.0
synthetic_batch_792.out,5770.0,0.09566724436741768,11.0,50.18181818181818,1.0,4.0
synthetic_batch_350.out,6060.0,0.12574257425742574,8.0,95.25,1.0,3.0
synthetic_batch_1322.out,6409.0,0.10344827586206896,10.0,66.3,1.0,3.0
synthetic_batch_5.out,7169.0,0.08411214953271028,11.0,54.81818181818182,1.0,3.0
synthetic_batch_261.out,7198.0,0.03320366768546819,6.0,39.833333333333336,1.0,1.0
synthetic_batch_744.out,5223.0,0.05437488033697109,3.0,94.66666666666667,1.0,1.0
synthetic_batch_774.out,6901.0,0.06462831473699464,5.0,89.2,1.0,2.0
synthetic_batch_1059.out,5375.0,0.060093023255813956,9.0,35.888888888888886,1.0,3.0
synthetic_batch_1142.out,7371.0,0.059964726631393295,11.0,40.18181818181818,1.0,2.0
synthetic_batch_966.out,7324.0,0.11851447296559257,11.0,78.9090909090909,1.0,4.0
synthetic_batch_168.out,6643.0,0.00692458226704802,6.0,7.666666666666667,1.0,1.0
synthetic_batch_1266.out,5830.0,0.04082332761578045,9.0,26.444444444444443,1.0,3.0
synthetic_batch_205.out,7160.0,0.02723463687150838,6.0,32.5,1.0,1.0
synthetic_batch_790.out,5437.0,0.0728342836122862,12.0,33.0,1.0,3.0
synthetic_batch_623.out,7842.0,0.14218311655190002,11.0,101.36363636363636,1.0,4.0
synthetic_batch_649.out,5038.0,0.07086145295752283,12.0,29.75,1.0,3.0
